artistName,averageUserRating,averageUserRatingForCurrentVersion,contentAdvisoryRating,fileSizeBytes,isGameCenterEnabled,minimumOsVersion,price,primaryGenreId,releaseDate,trackName,userRatingCount,,
Playvalve S.L.,4.85967,4.85967,4+,334400512,FALSE,13,0,6014,2021-09-15T07:00:00Z,Solitaire - The #1 Card Game,3955,,
Bolga Games,4.50398,4.50398,17+,306547712,FALSE,12,0,6014,2023-05-01T07:00:00Z,CS Contract Sniper: Gun War,16477,,
Havnør,4.64398,4.64398,12+,68511744,FALSE,15,0,6014,2023-02-05T08:00:00Z,Word Search Scanner and Solver,1396,,
AI Games FZ,4.52292,4.52292,4+,484174848,FALSE,13,0,6014,2021-10-03T07:00:00Z,Home Flip: Crazy Jump Master,56550,,
AppyNation Ltd.,4.58427,4.58427,4+,255516672,FALSE,13,0,6014,2018-03-01T10:25:37Z,Puzzle Page - Daily Games!,61670,,
MobilityWare,4.71236,4.71236,4+,292686848,FALSE,12,0,6014,2021-09-24T07:00:00Z,Gin Rummy Classic•,63118,,
"LDW Software, LLC",4.76417,4.76417,9+,269583360,FALSE,13,0,6014,2020-09-28T07:00:00Z,Virtual Families 3,83646,,
ZenLife Games Pte. Ltd.,4.79796,4.79796,12+,265956352,FALSE,11,0,6014,2017-04-17T17:14:52Z,Word Connect ¤,1431649,,
Mini Sports,4.51386,4.51386,12+,232996864,FALSE,12,0,6014,2019-06-28T00:38:35Z,Paintball Shooting Games 3D,142571,,
VDimension Ltd,4.60881,4.60881,12+,1267474432,FALSE,12,0,6014,2021-09-09T07:00:00Z,Animal Revolt Battle Simulator,101534,,
"Unickie Technology Co., Ltd.",4.73543,4.73543,12+,249195520,FALSE,11,0,6014,2022-07-01T07:00:00Z,Princess Makeup - Makeup Games,3485,,
Neron's Brother SARL,4.56519,4.56519,12+,187340800,FALSE,11,0,6014,2019-08-23T07:00:00Z,Supreme Duelist Stickman,8307,,
Big Win Games,4.50558,4.50558,17+,527681536,FALSE,12,0,6014,2021-06-02T07:00:00Z,Lucky Match: Win Real Money,57075,,
"Halos Labs Technology Co.,Ltd",4.83397,4.83397,4+,161243136,FALSE,11,0,6014,2021-12-26T08:00:00Z,2 Player Battle - 1v1 Games,1048,,
Ten Square Games S.A.,4.7625,4.7625,12+,489957376,TRUE,11,0,6014,2017-10-24T09:32:34Z,Fishing Clash,132066,,
Rollic Games,4.70864,4.70864,12+,296790016,FALSE,12,0,6014,2021-10-28T07:00:00Z,Coffee Stack,400728,,
GAME START LLC,4.76511,4.76511,9+,87558144,FALSE,12,0,6014,2021-06-09T07:00:00Z,Tiny Island Survival,29853,,
Playvalve S.L.,4.78787,4.78787,17+,200141824,FALSE,12.5,0,6014,2023-03-24T07:00:00Z,Dot Link - Connect the Dots,22085,,
Dodreams Fairytale Company Oy,4.61381,4.61381,9+,702569472,TRUE,12,0,6014,2015-05-14T07:00:00Z,Drive Ahead! - Fun Car Battles,135045,,
Nekki Limited,4.64093,4.64093,12+,283463680,TRUE,12.4,0,6014,2017-11-16T14:30:15Z,Shadow Fight 3 - RPG Fighting,188820,,
GamoVation,4.92497,4.92497,4+,163756032,FALSE,12,0,6014,2023-05-16T07:00:00Z,Tile Club - Matching Game,4838,,
Playvalve S.L.,4.83843,4.83843,4+,372167680,FALSE,12.5,0,6014,2022-04-19T07:00:00Z,Water Sort Puz - Color Game,7068,,
Gameloft,4.30579,4.30579,4+,1818264576,TRUE,11,0,6014,2012-11-08T08:00:00Z,MY LITTLE PONY: MAGIC PRINCESS,19052,,
DreamTeam Apps,4.45183,4.45183,4+,77526016,FALSE,14,0,6014,2021-05-07T07:00:00Z,Dog Translator - Games for Dog,16721,,
Nekki Limited,4.78207,4.78207,12+,296334336,TRUE,12,0,6014,2020-11-03T08:00:00Z,Shadow Fight 4: Arena,33196,,
Bytro Labs GmbH,4.81322,4.81322,17+,99414016,FALSE,13,0,6014,2019-04-24T20:05:07Z,Supremacy 1914,23214,,
Chardonnay Partners LLC,4.44685,4.44685,4+,303890432,FALSE,13,0,6014,2020-08-05T07:00:00Z,Solitaire: Classic Cards Games,2126,,
IM30,4.52681,4.52681,12+,2418230272,TRUE,10,0,6014,2021-09-30T07:00:00Z,Last Fortress: Underground,51582,,
Rollic Games,4.42748,4.42748,12+,254656512,FALSE,12,0,6014,2023-11-16T08:00:00Z,Unscrew Puzzle,2234,,
MOONEE PUBLISHING LTD,4.7252,4.7252,9+,265638912,FALSE,12.5,0,6014,2022-09-01T07:00:00Z,Elemental Gloves - Magic Power,40154,,
Hyun-joong Kim,4.91836,4.91836,4+,46530560,FALSE,11,0,6014,2020-10-01T07:00:00Z,Like A Dino!,176181,,
Nordeus,4.71798,4.71798,4+,379396096,TRUE,9,0,6014,2011-11-20T04:23:06Z,Top Eleven Be a Soccer Manager,82965,,
Highbrow,4.75513,4.75513,9+,951378944,FALSE,12,0,6014,2023-07-31T07:00:00Z,Dragon Village Collection,3214,,
ZIRAFIT LIMITED,4.59809,4.59809,12+,303147008,FALSE,15.2,0,6014,2021-06-08T07:00:00Z,SUITSME: Dress Up Fashion Game,15777,,
SUD Inc.,4.27834,4.27834,4+,23779328,TRUE,12,0,6014,2013-06-19T23:34:21Z,Dr. Driving,5662,,
Tech Tree Games LLC,4.42346,4.42346,4+,263134208,TRUE,12,0,6014,2021-11-02T07:00:00Z,The Tower - Idle Tower Defense,6284,,
SimuLuxe Labs,4.49916,4.49916,4+,312007680,FALSE,14,0,6014,2023-11-24T08:00:00Z,LightSaber:Laser Gun Simulator,593,,
Dino Global Studio,4.51351,4.51351,4+,268181504,FALSE,11,0,6014,2023-06-05T07:00:00Z,Moto Race: Racing Game,3887,,
Red Bull,4.6096,4.6096,4+,2324637696,FALSE,14,0,6014,2020-04-22T07:00:00Z,Dirt Bike Unchained,29987,,
Cleverside,4.65946,4.65946,12+,261214208,FALSE,13,0,6014,2021-03-23T07:00:00Z,Bright Objects・Search and find,80664,,
MOONEE PUBLISHING LTD,4.61726,4.61726,9+,887965696,FALSE,13,0,6014,2021-07-06T07:00:00Z,Monsters Gang !,195001,,
MobilityWare,4.70425,4.70425,4+,282386432,FALSE,12,0,6014,2019-07-02T03:57:19Z,Mahjong Solitaire·,220688,,
Voodoo,4.54797,4.54797,12+,295771136,FALSE,13,0,6014,2019-12-05T08:00:00Z,Paper.io 3D,282637,,
Trung Nguyen,4.6604,4.6604,17+,610885632,TRUE,12,0,6014,2014-08-28T03:04:55Z,DEAD TARGET: FPS Zombie Games,38519,,
Voodoo,4.5518,4.5518,12+,516659200,FALSE,13,0,6014,2020-06-30T07:00:00Z,Scribble Rider,303208,,
Team17 USA,4.86266,4.86266,9+,298693632,TRUE,13,0,6014,2019-09-19T07:00:00Z,WHAT THE GOLF?,30546,,
Joyixir,4.7992,4.7992,4+,261787648,TRUE,12,0,6014,2019-09-03T07:00:00Z,کلماتیک | Kalamatic,14975,,
PikPok,4.8102,4.8102,4+,195012608,TRUE,12,0,6014,2020-11-30T08:00:00Z,Clusterduck,132439,,
Eververse LLC,4.48142,4.48142,12+,449927168,FALSE,12,0,6014,2023-04-04T07:00:00Z,Everlife,592,,
"NewPubCo, Inc",4.63886,4.63886,4+,247894016,FALSE,13,0,6014,2019-12-24T08:00:00Z,Dominoes- Classic Dominos Game,28482,,
Mobile Fox Limited,4.69593,4.69593,17+,458694656,FALSE,13,0,6014,2020-11-05T08:00:00Z,Solitaire Arena - Win Cash,32765,,
Voodoo,4.48854,4.48854,12+,416450560,TRUE,13,0,6014,2018-01-23T20:13:56Z,Baseball Boy!,491822,,
"Inmobiliaria P.H. Santa Fe, S.A. de C.V.",4.64567,4.64567,17+,155837440,FALSE,11,0,6014,2023-05-04T07:00:00Z,Scratch Magic: Lottery Scratch,11975,,
Ketchapp,3.82359,3.82359,12+,224482304,TRUE,11,0,6014,2017-03-07T17:48:53Z,Scream Go Hero,7114,,
AI Games FZ,4.56473,4.56473,17+,372477952,FALSE,12.5,0,6014,2020-01-17T08:00:00Z,Perfect Cream: Dessert Games,270066,,
Electronic Arts,4.64954,4.64954,12+,191935488,TRUE,11,0,6014,2018-03-06T21:49:50Z,TSM Game,604294,,
AI Games FZ,4.77588,4.77588,12+,645853184,TRUE,12,0,6014,2021-02-11T08:00:00Z,STAR: Super Twisted Arena Run,33763,,
FunPlus International AG,4.64982,4.64982,12+,282164224,TRUE,12,0,6014,2019-08-30T05:20:32Z,State of Survival: Zombie War,374363,,
Alfa Bravo Inc.,4.74852,4.74852,17+,2437506048,FALSE,13,0,6014,2021-12-24T08:00:00Z,Combat Master Mobile,23457,,
Sycamore Valley Software LLC,4.56548,4.56548,12+,400885760,FALSE,11,0,6014,2023-02-23T08:00:00Z,American Marksman,2115,,
Oleksii Hohol,4.71983,4.71983,9+,1592894464,FALSE,12,0,6014,2020-07-16T07:00:00Z,Real Driving School,35221,,
MobilityWare,4.70829,4.70829,9+,207894528,FALSE,12,0,6014,2018-12-03T21:50:40Z,Spider Go: Solitaire Card Game,23825,,
Yalcin Senturk,4.282,4.282,4+,1003374592,TRUE,11,0,6014,2022-06-21T07:00:00Z,Truckers of Europe 3,2734,,
HABBY,4.67342,4.67342,4+,636600320,TRUE,11,0,6014,2019-05-13T12:22:04Z,Archero,449437,,
Ninjafish Studios,4.45421,4.45421,4+,177908736,FALSE,14,0,6014,2016-10-12T23:15:26Z,My Baby Pet Salon Makeover,162463,,
Mahjong,4.68952,4.68952,4+,75375616,FALSE,9.3,0,6014,2009-12-24T11:45:44Z,Mahjong!!,277576,,
WILD CALY PTE. LTD.,4.80205,4.80205,4+,1030953984,FALSE,11,0,6014,2023-06-19T07:00:00Z,MLB Clutch Hit Baseball,1460,,
Panteon Yazilim Oyun Egitim Teknolojileri ve Hizmetleri Sanayi Ticaret Anonim Sirketi,4.57003,4.57003,9+,355896320,FALSE,12,0,6014,2023-01-07T08:00:00Z,Raid Rush: Tower Defense TD,7124,,
Miniclip.com,4.38006,4.38006,17+,151274496,FALSE,11,0,6014,2021-09-23T07:00:00Z,Football Battle - Touchdown!,2347,,
Zynga Inc.,4.51157,4.51157,4+,211902464,FALSE,13,0,6014,2009-07-19T17:03:10Z,Words With Friends Classic,73436,,
Jeff PEDERSEN,4.11141,4.11141,4+,37069824,FALSE,14,0,6014,2010-07-01T07:00:00Z,My Coloring Book,368,,
Uken Inc.,4.35081,4.35081,4+,472658944,TRUE,11,0,6014,2017-05-17T16:59:15Z,Jeopardy! Trivia TV Game Show,84915,,
Inspired Square FZE,4.90474,4.90474,17+,189401088,FALSE,13,0,6014,2019-12-11T08:00:00Z,2248 - Number Puzzle Game,207996,,
Gameloft,4.77942,4.77942,12+,2622990336,TRUE,13,0,6014,2021-04-02T07:00:00Z,The Oregon Trail,80056,,
Double Down Interactive LLC,4.54739,4.54739,17+,100709376,FALSE,10,0,6014,2012-03-01T19:32:50Z,DoubleDown™ Casino Vegas Slots,559251,,
Global Advertising Network LTD,4.56574,4.56574,4+,392800256,FALSE,14,0,6014,2023-04-29T07:00:00Z,Find Sort Match: Puzzle Game,2259,,
"Supercent, Inc.",4.68032,4.68032,4+,310493184,FALSE,12.5,0,6014,2022-01-28T08:00:00Z,ASMR Rainbow Jelly,20752,,
Blackout Lab SL,4.66953,4.66953,12+,139900928,FALSE,13,0,6014,2021-08-16T07:00:00Z,Spades - Cards Game,2433,,
Xsa Software S.R.L.,4.24871,4.24871,4+,247626752,FALSE,12,0,6014,2019-04-13T13:01:36Z,Car Driving 2023 Traffic Racer,24329,,
Azur Interactive Games Limited,4.52576,4.52576,4+,213007360,TRUE,12,0,6014,2018-04-03T16:34:49Z,WormsZone.io - Hungry Snake,31721,,
Caesars Play Labs and Tech Studios: Online slots gambling not real money casino,0,0,17+,55887872,FALSE,13,0,6014,2024-01-15T08:00:00Z,Crazy Wheel - Adventure Hunter,0,,
JoyBox Studio Limited,4.88637,4.88637,17+,172093440,FALSE,12,0,6014,2023-11-09T08:00:00Z,Solitaire Master: Win Cash,3881,,
Euphoric Brothers LTD,3.96883,3.96883,9+,309847040,TRUE,14,0,6014,2023-03-14T07:00:00Z,Garten of Banban,4877,,
AI Games FZ,4.58017,4.58017,12+,390584320,FALSE,13,0,6014,2020-11-11T08:00:00Z,Hit Master 3D: Knife Assassin,127915,,
"BoomBit, Inc.",4.00547,4.00547,12+,280045568,FALSE,12,0,6014,2020-12-21T08:00:00Z,Base Jump Wing Suit Flying,3471,,
CYBERJOY LIMITED,4.90858,4.90858,4+,399488000,FALSE,11,0,6014,2023-03-26T07:00:00Z,Car Fix Inc - Mechanic Garage,2669,,
Miniclip.com,4.70776,4.70776,4+,438978560,FALSE,12,0,6014,2022-02-25T08:00:00Z,Mini Basketball,85809,,
"Calm Sea Enterprise, S.L.",4.6369,4.6369,4+,305818624,TRUE,15,0,6014,2016-03-24T00:06:17Z,Steve - Widget Game,118512,,
G63 Holdings LTD,4.64599,4.64599,4+,213536768,TRUE,14,0,6014,2023-05-08T07:00:00Z,APEX Racer,10398,,
Big Bear JSC,4.53623,4.53623,4+,186444800,TRUE,12.5,0,6014,2023-12-06T08:00:00Z,Merge Train Battle,138,,
Solid Games,4.77447,4.77447,4+,163122176,FALSE,12,0,6014,2024-02-02T08:00:00Z,Dam Builder 3D,235,,
Bolga Games,4.72075,4.72075,12+,922687488,FALSE,12.5,0,6014,2023-07-16T07:00:00Z,Find It: Tricky Hidden Objects,2675,,
Mediaflex Games,4.67662,4.67662,4+,44010496,FALSE,8,0,6014,2022-01-08T08:00:00Z,Word Guess - Word Games,160097,,
Teos Oyun,4.45965,4.45965,12+,364646400,FALSE,15.2,0,6014,2022-09-16T07:00:00Z,Draw Puzzle: Tricky Brain Test,6035,,
丽芳 胡,2.875,2.875,12+,159258624,FALSE,11,0,6014,2024-01-04T08:00:00Z,Jumping Circus-Art Burlesque,16,,
Gimica GmbH,4.55999,4.55999,4+,199869440,FALSE,12.5,0,6014,2024-01-31T08:00:00Z,Chef's Quest: Match Sensation,25,,
Tran Dinh Hung,4.43363,4.43363,4+,175544320,FALSE,12,0,6014,2021-04-15T07:00:00Z,Sandbox - Physics Simulator,4174,,
Illusion Labs,3.4848,3.4848,4+,491945984,TRUE,11,0,6014,2013-11-21T08:00:00Z,Touchgrind Skate 2,11677,,
Voodoo,4.60328,4.60328,12+,519171072,FALSE,13,0,6014,2023-03-23T07:00:00Z,Race This!,1709,,
书涛 刘,4.7523,4.7523,12+,287664128,FALSE,12,0,6014,2023-01-02T08:00:00Z,Idle Cinema Empire: Idle Games,9007,,
Rovio Entertainment Oyj,4.16408,4.16408,4+,217036800,TRUE,12,0,6014,2012-09-27T06:32:02Z,Bad Piggies,4766,,
Ilya Kaminetsky,4.63905,4.63905,4+,828559360,FALSE,12,0,6014,2017-04-04T16:53:56Z,Drift Hunters,5322,,
AI Games FZ,4.55535,4.55535,12+,362843136,FALSE,13,0,6014,2021-06-29T07:00:00Z,Party Match: Do Not Fall,66198,,
SayGames LTD,4.58688,4.58688,12+,304551936,FALSE,12,0,6014,2022-09-22T07:00:00Z,Super Toy 3D,22531,,
PocketzWorld Inc.,4.70866,4.70866,12+,84552704,FALSE,11,0,6014,2022-03-03T08:00:00Z,Everskies: Avatar Dress up,38670,,
Nekki Games,4.80044,4.80044,12+,347901952,TRUE,12.4,0,6014,2014-04-30T09:33:48Z,Shadow Fight 2,219429,,
HIGAME Jsc,4.64151,4.64151,12+,170268672,FALSE,12,0,6014,2022-11-09T08:00:00Z,Milk Tea iDrink Joke,41162,,
SEGA,4.46504,4.46504,4+,247799808,TRUE,12,0,6014,2015-10-08T06:04:06Z,Sonic Dash 2: Sonic Boom,26733,,
Oh BiBi,4.63741,4.63741,12+,399368192,TRUE,11,0,6014,2019-03-05T10:24:12Z,FRAG Pro Shooter,66262,,
Jakub Koziol,4.53914,4.53914,12+,13586432,TRUE,8,0,6014,2012-07-19T02:05:35Z,Little Alchemy,2376,,
HaoPlay Limited,0,0,12+,1289209856,FALSE,12,0,6014,2024-03-14T07:00:00Z,Pixel Heroes: Tales of Emond,0,,
SUPERSONIC STUDIOS LTD,4.62026,4.62026,12+,335912960,FALSE,12,0,6014,2022-02-06T08:00:00Z,Snake Crusher,9804,,
"NewPubCo, Inc",4.05047,4.05047,17+,878785536,FALSE,13,0,6014,2020-08-06T07:00:00Z,Spades - Classic Card Game,2140,,
HYPERMONK GAMES OYUN YAZILIM PAZARLAMA VE DANISMANLIK ANONIM SIRKETI,4.58453,4.58453,4+,374072320,FALSE,11,0,6014,2021-11-12T08:00:00Z,Count and Bounce,8559,,
Jim Bonacci,4.47417,4.47417,17+,70711296,TRUE,9,0,6014,2015-08-19T20:16:15Z,Happy Wheels,36697,,
DH3 Games,4.58961,4.58961,17+,61495296,FALSE,11,0,6014,2017-04-08T19:48:18Z,What Would You Choose? Rather,197982,,
ZiMAD,4.8478,4.8478,12+,223364096,FALSE,15.2,0,6014,2017-07-04T19:16:50Z,Domino - Dominoes online game,34298,,
Rewardify Inc.,4.4568,4.4568,17+,654513152,FALSE,12,0,6014,2016-11-14T02:02:06Z,Match To Win: Real Money Games,271682,,
Masal Games,4.5888,4.5888,17+,316645376,FALSE,12,0,6014,2023-12-12T08:00:00Z,Shooter Agent: Sniper Hunt,1447,,
Zephyrmobile,4.74023,4.74023,4+,378854400,TRUE,13,0,6014,2019-04-08T07:00:00Z,Paint by Number Oil: Hey Color,160721,,
Easybrain,4.74892,4.74892,12+,200895488,FALSE,14,0,6014,2020-04-17T07:00:00Z,Killer Sudoku by Sudoku.com,185328,,
Orbital Knight sp. z o.o.,4.74141,4.74141,9+,1207418880,TRUE,13,0,6014,2023-02-03T08:00:00Z,Castle Crumble,19668,,
WingsMob Global Ltd.,4.55283,4.55283,4+,240959488,FALSE,12,0,6014,2021-03-12T08:00:00Z,Catch Tiles - Piano Game,5168,,
Kooapps,4.1281,4.1281,4+,162062336,FALSE,11,0,6014,2015-08-19T20:26:40Z,Piano Tiles 2™: Fun Piano Game,47587,,
Talefun,4.92792,4.92792,12+,226086912,TRUE,12,0,6014,2023-11-27T08:00:00Z,Car Escape 3D - Traffic Jam,8394,,
Spaceflight Simulator UK Ltd,4.78582,4.78582,4+,99468288,FALSE,12,0,6014,2017-11-29T20:08:56Z,Spaceflight Simulator,52931,,
Fiogonia Games,4.60071,4.60071,12+,126030848,FALSE,12,0,6014,2017-11-30T11:45:27Z,Spades *,365011,,
SUPERSONIC STUDIOS LTD,2.66667,2.66667,9+,226215936,FALSE,12,0,6014,2023-06-29T07:00:00Z,Clean Up ASMR,21,,
HOMA GAMES,4.40393,4.40393,12+,207664128,FALSE,13,0,6014,2023-01-18T08:00:00Z,Life bubble: My Mini Planet,2186,,
Hitapps Games LTD,4.74871,4.74871,12+,215427072,FALSE,12,0,6014,2023-09-04T07:00:00Z,Picture Builder - Puzzle Game,967,,
LIHUHU PTE. LTD.,4.75739,4.75739,4+,247262208,FALSE,12,0,6014,2022-10-19T07:00:00Z,Woodber - Classic Number Game,5779,,
GameSpire Ltd.,4.32581,4.32581,12+,488815616,TRUE,11,0,6014,2018-08-16T02:15:17Z,Rocket Royale: PvP Survival,15383,,
Ghulam Mustafa,4.08361,4.08361,4+,457279488,FALSE,12,0,6014,2019-10-29T07:00:00Z,Border Patrol Police Simulator,3863,,
敏 刘,4.62349,4.62349,4+,265307136,FALSE,8,0,6014,2019-08-02T07:00:00Z,Bricks Ball Crusher,131724,,
Jawaker,4.69936,4.69936,17+,570993664,FALSE,12,0,6014,2014-05-05T22:10:35Z,Jawaker: Games & Friends,135190,,
Topsmart Mobile Ltd.,4.78261,4.78261,4+,314138624,FALSE,14,0,6014,2024-01-30T08:00:00Z,Find Fun Difference: Spot it!,23,,
AI Games FZ,4.53111,4.53111,12+,225323008,TRUE,13,0,6014,2018-04-30T09:53:12Z,Sling Drift,279548,,
Kim Chi Dinh Thi,4.76316,4.76316,4+,453198848,FALSE,12,0,6014,2023-11-20T08:00:00Z,Workout io Arena: Gym Clicker,190,,
Nexters Global LTD,4.60302,4.60302,12+,208714752,FALSE,15,0,6014,2021-11-03T07:00:00Z,Island Hoppers: Mystery Farm,12512,,
KAYAC Inc.,4.65088,4.65088,12+,128043008,FALSE,11,0,6014,2022-03-18T07:00:00Z,Draw Saber,12924,,
SWAG MASHA,4.6433,4.6433,17+,439164928,FALSE,13,0,6014,2022-08-05T07:00:00Z,Love Sparks: Chat Dating game,1427,,
Paxie Games,4.56947,4.56947,4+,321281024,FALSE,12,0,6014,2022-05-12T07:00:00Z,Merge Studio: Fashion Makeover,35273,,
Sybo Games ApS,4.73714,4.73714,9+,367989760,TRUE,13,0,6014,2022-07-15T07:00:00Z,Subway Surfers Tag,6532,,
Coffee Stain Publishing,4.74545,4.74545,9+,1726928896,TRUE,13,0,6014,2021-12-16T08:00:00Z,Goat Simulator: Pocket Edition,25002,,
AI Games FZ,4.72692,4.72692,4+,394863616,FALSE,12,0,6014,2023-02-07T08:00:00Z,Dye Hard - Color War,47879,,
Hung Dang,4.83449,4.83449,4+,342406144,FALSE,12,0,6014,2023-07-07T07:00:00Z,Digging Master - Dinosaur Game,4598,,
Laminar Research,4.04997,4.04997,9+,1071232000,TRUE,13,0,6014,2014-12-17T07:42:35Z,X-Plane Flight Simulator,21209,,
Gameberry Labs,4.60654,4.60654,17+,176198656,FALSE,12,0,6014,2017-03-09T03:22:56Z,Parchisi STAR,77992,,
Metajoy,4.67727,4.67727,4+,166437888,TRUE,11,0,6014,2017-08-08T02:18:06Z,Puzzledom,129997,,
RABABA Games,4.09426,4.09426,4+,1271708672,TRUE,12,0,6014,2016-02-18T16:15:26Z,Hajwala Drift,18195,,
LIHUHU PTE. LTD.,4.72072,4.72072,4+,203717632,TRUE,12,0,6014,2020-11-18T08:00:00Z,Mahjong Triple 3D: Tile Match,46838,,
MobilityWare,4.69271,4.69271,4+,312316928,FALSE,12,0,6014,2009-03-27T02:31:17Z,Pyramid Solitaire - Card Games,334230,,
MDickie Limited,4.54427,4.54427,12+,419564544,FALSE,11,0,6014,2023-10-21T07:00:00Z,Old School 3D,463,,
"Blizzard Entertainment, Inc.",4.69797,4.69797,9+,194609152,FALSE,13,0,6014,2023-11-02T07:00:00Z,Warcraft Rumble,40158,,
MOONEE PUBLISHING LTD,4.72253,4.72253,9+,446322688,FALSE,13,0,6014,2023-02-02T08:00:00Z,Mechangelion - Robot Fighting,3240,,
ALICTUS YAZILIM A.S.,4.54072,4.54072,12+,169146368,FALSE,11,0,6014,2019-05-26T21:49:20Z,Collect Cubes - ASMR Puzzle,287012,,
"Playlabs, LLC",4.50403,4.50403,4+,503410688,TRUE,12,0,6014,2014-07-31T00:30:57Z,Planet Craft: Mine Block Craft,36244,,
HOMA GAMES,4.3163,4.3163,17+,326618112,FALSE,12.5,0,6014,2023-02-27T08:00:00Z,Wild West Cowboy Redemption,4129,,
HOMA GAMES,4.46985,4.46985,12+,441922560,FALSE,12.5,0,6014,2021-09-10T07:00:00Z,Mashup Hero: Superhero Games,29471,,
MAGEEKS SC,4.0095,4.0095,4+,2936952832,FALSE,12,0,6014,2023-08-16T07:00:00Z,Truck Simulator PRO USA,421,,
Ninja Kiwi,4.11303,4.11303,9+,100739072,TRUE,11,0,6014,2021-11-30T08:00:00Z,Bloons TD Battles 2,4627,,
Rovio Entertainment Oyj,4.70749,4.70749,4+,242579456,FALSE,13,0,6014,2018-11-12T16:03:16Z,Angry Birds Dream Blast,208095,,
Viacom International Inc.,4.6574,4.6574,12+,1130957824,TRUE,13,0,6014,2023-05-04T07:00:00Z,TMNT Splintered Fate,22391,,
Ketchapp,4.90541,4.90541,9+,235557888,TRUE,11,0,6014,2023-11-27T08:00:00Z,Divineko - Magic Cat,2199,,
"RED GAMES CO, LLC",4.6275,4.6275,9+,1423256576,TRUE,13.5.0,0,6014,2023-06-01T07:00:00Z,TRANSFORMERS: Tactical Arena,5761,,
Advant Limited,4.70648,4.70648,9+,264301568,FALSE,14,0,6014,2021-12-20T08:00:00Z,Lamar - Idle Vlogger,71531,,
NetEase Games,4.70686,4.70686,12+,2828704768,TRUE,10,0,6014,2018-07-06T21:55:45Z,Identity V,112920,,
PlayStudios,4.64455,4.64455,17+,229361664,FALSE,12,0,6014,2013-11-05T02:39:27Z,myVEGAS Slots – Casino Slots,185426,,
Inspired Square FZE,4.85182,4.85182,17+,213301248,FALSE,13,0,6014,2019-11-07T08:00:00Z,X2 Blocks : 2048 Number Puzzle,68575,,
Wildlife Inc,4.64269,4.64269,12+,386475008,TRUE,12,0,6014,2016-11-16T08:56:27Z,War Machines：Battle Tank Games,168118,,
"Negaxy., JSC",3.92571,3.92571,9+,237339648,TRUE,12,0,6014,2023-06-03T07:00:00Z,100 Monsters Game: Escape Room,175,,
tinyBuild LLC,3.74825,3.74825,12+,862042112,FALSE,11,0,6014,2021-03-04T08:00:00Z,Kill It With Fire,3865,,
Oleg Sapovsky,3.92358,3.92358,12+,514190336,TRUE,13,0,6014,2021-05-22T07:00:00Z,The Ghost - Survival Horror,1976,,
Gimica GmbH,3.72152,3.72152,4+,194898944,FALSE,12.5,0,6014,2023-03-23T07:00:00Z,Solitaire Verse,79,,
Havnør,4.64398,4.64398,12+,68511744,FALSE,15,0,6014,2023-02-05T08:00:00Z,Word Search Scanner and Solver,1396,,
FunPlus International AG,4.42143,4.42143,9+,1461909504,TRUE,12,0,6014,2016-07-13T10:28:23Z,Frost & Flame: King of Avalon,67939,,
AI Games FZ,4.52292,4.52292,4+,484174848,FALSE,13,0,6014,2021-10-03T07:00:00Z,Home Flip: Crazy Jump Master,56550,,
AppyNation Ltd.,4.58427,4.58427,4+,255516672,FALSE,13,0,6014,2018-03-01T10:25:37Z,Puzzle Page - Daily Games!,61670,,
MobilityWare,4.71236,4.71236,4+,292686848,FALSE,12,0,6014,2021-09-24T07:00:00Z,Gin Rummy Classic•,63118,,
"LDW Software, LLC",4.76417,4.76417,9+,269583360,FALSE,13,0,6014,2020-09-28T07:00:00Z,Virtual Families 3,83646,,
Mini Sports,4.51386,4.51386,12+,232996864,FALSE,12,0,6014,2019-06-28T00:38:35Z,Paintball Shooting Games 3D,142571,,
ZenLife Games Pte. Ltd.,4.79796,4.79796,12+,265956352,FALSE,11,0,6014,2017-04-17T17:14:52Z,Word Connect ¤,1431649,,
Veraxen Ltd,4.86444,4.86444,12+,261515264,FALSE,12.2,0,6014,2022-08-03T07:00:00Z,Solitaire — Classic Card Game,5599,,
Vita Studio,4.71676,4.71676,4+,164986880,FALSE,12,0,6014,2023-06-12T07:00:00Z,Vita Spider for Seniors,16742,,
"Halos Labs Technology Co.,Ltd",4.83397,4.83397,4+,161243136,FALSE,11,0,6014,2021-12-26T08:00:00Z,2 Player Battle - 1v1 Games,1048,,
"Unickie Technology Co., Ltd.",4.73543,4.73543,12+,249195520,FALSE,11,0,6014,2022-07-01T07:00:00Z,Princess Makeup - Makeup Games,3485,,
Peter Skarheim,4.93577,4.93577,4+,116772864,TRUE,13,0,6014,2019-06-16T07:09:46Z,Logo Quiz 2023: Guess the logo,76227,,
Green Panda Games,4.80409,4.80409,4+,71399424,FALSE,12,0,6014,2018-08-04T20:42:23Z,Bee Factory!,201871,,
Rollic Games,4.70864,4.70864,12+,296790016,FALSE,12,0,6014,2021-10-28T07:00:00Z,Coffee Stack,400728,,
SUPERSONIC STUDIOS LTD,4.58809,4.58809,9+,239597568,FALSE,12,0,6014,2023-02-22T08:00:00Z,Play Colors,5409,,
Playvalve S.L.,4.78787,4.78787,17+,200141824,FALSE,12.5,0,6014,2023-03-24T07:00:00Z,Dot Link - Connect the Dots,22085,,
Yegor Blynov,4.42361,4.42361,12+,184684544,TRUE,12,0,6014,2018-07-28T16:28:52Z,Hide Online - Hunters vs Props,23120,,
